OBJECTID,NAME,PMA,PARKSBND_AREA,GLOBALID,SHAPE_Length,SHAPE_Area
475,WARREN G. MAGNUSON PARK,398,13444343.223012,{19EB0DF7-E0EB-4790-84C3-1E6F0E8B66C1},30892.0634238207,13444289.4456852
476,WASHINGTON PARK,4486,547013.957764,{F0E14138-3F64-4113-8590-EC2664F933E3},3427.85887402599,547011.769710358
477,WASHINGTON PARK AND ARBORETUM,393,6448808.544492,{83839DCB-D615-420B-AEFB-91C730C30CB3},37088.4990903649,6448782.74928148
478,WATERFRONT PARK,3973,164661.898019,{F547721E-BFE1-4100-87CD-E69DE91BA9DB},3015.86930814093,164661.239371261
479,WATERWAY 19,4083,81296.249159,{EF9D024C-8284-4DD0-B231-EF7E9579C66F},1535.18550239881,81295.9239726968
480,WATTON LIFE ESTATE,4409,4857.305024,{611B2D84-4FBA-4B08-91EC-9FD01B8F6CB0},318.218543248426,4857.28559521751
481,WEBSTER PARK,3894,35374.092846,{08EE22D6-D1B1-490F-92D2-3389DA207758},807.247548003103,35373.9513497353
482,WEDGWOOD SQUARE,3899,2971.637871,{22382594-9E8C-4C1E-9320-BA9E9E9E5B30},226.954109623851,2971.62598407264
483,WEST CENTRAL GROUNDS MAINTENANCE,257,53515.674369,{FA1FEEB3-EE32-453C-850E-FAC987A854FC},1030.81908099029,53515.4603055234
484,WEST DUWAMISH GREENBELT,282,1416805.559048,{0CB36C1F-616C-4D18-9DFC-F6B29506C1BE},18059.7364382741,1416799.89183404
485,WEST DUWAMISH GREENBELT,484,2313540.509937,{AF826013-E6D3-41A6-9F39-2BF5EABAF186},14258.786077305,2313531.25579144
486,WEST DUWAMISH GREENBELT,4401,2558508.851,{A9812318-E6BB-4B31-BDD7-F56F39CD4564},23376.9747266233,2558498.61697685
487,WEST DUWAMISH GREENBELT,4407,2477214.526845,{A152D576-87DA-4782-A188-8DAF989076E6},12507.4950885077,2477204.61799703
488,WEST EWING MINI PARK,3694,18334.40026,{C901D0F9-75A7-472C-B905-EE349580F4DC},812.868320293931,18334.3269226658
489,WEST MAGNOLIA PLAYFIELD,319,664843.696478,{54C2264A-307C-4B08-9F98-EB447FCBA57D},5020.82135160203,664841.037107095
490,WEST MONTLAKE PARK,375,122856.914767,{F15777AD-1267-478C-8ED8-4686CC6C4AD9},2499.85199666163,122856.423339508
491,WEST QUEEN ANNE PLAYFIELD,330,268213.467219,{74C479AB-52A3-4F2B-AD32-A9BC57F58DEF},2331.141643655,268212.394366259
492,WEST SEATTLE GOLF COURSE,265,590598.677214,{09C35E09-E1B5-48B5-8269-7B39E93E4C7F},12181.6077942004,590596.314822319
493,WEST SEATTLE GOLF COURSE,469,6013906.112234,{4F497D94-3695-42FA-8907-834AEC3DA2DE},11768.0436567646,6013882.05663387
494,WEST SEATTLE JUNCTION,4568,16718.842459,{79751849-CC47-42B6-80F2-FB2E17634679},522.836312486877,16718.7755837732
495,WEST SEATTLE STADIUM,472,503503.599002,{DD694BE2-A6E3-4AFB-B36B-82F29BF2696F},2935.08379580588,503501.584991353
496,WESTBRIDGE SHOPS,4420,238568.964235,{6A1D5AF5-47A8-4616-B63E-B8493B623338},2164.93140977892,238568.009963608
497,WESTCREST PARK,468,5631702.740904,{C597DBF4-585E-47DC-9A2B-7946853392E5},16703.7579231925,5631680.21411255
498,WESTLAKE GREENBELT,494,62114.900629,{FEEF1923-2BD7-44D5-96F5-1CB3235AB286},1466.25730475956,62114.6521711159
499,WESTLAKE PARK,332,20618.823917,{8A6604FE-F81E-429B-997A-FEE028D3AE26},750.958653028433,20618.7414413709
500,WESTLAKE SQUARE,334,469.354351,{15A41B5C-7928-4E39-BF82-0FD7CBF30760},104.891682609019,469.352473741422
501,WILLIAM GROSE PARK,385,18038.31154,{DFDE4506-0AF8-420B-8F9D-F60DFC660D8C},607.834953651235,18038.23938736
502,WILLIAMS PLACE,4016,5696.43832,{794D099B-EC03-4838-9921-6D664761799B},340.623180666702,5696.41553453242
503,WOLF CREEK RAVINE NATURAL AREA,278,65116.447142,{4092264D-2A49-4EB2-A92A-32951A90CD25},1887.87877964516,65116.1866756717
504,WOODLAND PARK,292,4318801.272034,{B511B9ED-4A61-4F3F-9659-73703568E476},11518.9021831677,4318783.99685025
505,WOODLAND PARK ZOO,200,3959004.924543,{95544E34-EBF9-48D4-A2DC-215AD5723A03},8087.50776660486,3958989.08854792
506,YESLER TERRACE PARK,4263,139153.988756,{A4B0002D-4951-4699-B4D9-5C2568F93F8B},1715.63176133996,139153.432141076
507,YORK PARK,580,11032.531717,{76077D11-4C24-47DB-955D-42A0B4D697F8},454.368070719664,11032.4875869138
508,YORK PLAYGROUND,3926,29898.650087,{9E589563-F40F-45B0-86C4-DD372E64C7AE},1010.48049991266,29898.5304922374
509,,4463,6165.400694,{3D3DA25B-03A9-4268-AD4B-21790838F434},348.30630092517,6165.37603229202
510,A. B. ERNST PARK,4404,11546.519529,{0724623F-0093-475B-961E-7171CC58B294},432.565094389434,11546.4733431277
511,HIGHLAND PLACE,3979,1587.893326,{D45F5706-C29D-4AEC-A2D7-BF125363A8E5},161.705713600465,1587.88697478045
512,KOBE TERRACE,3915,44166.135503,{47746F99-332C-47DF-BDAF-B05C0CEAFEE1},1079.48868977133,44165.958838447
513,TWELFTH WEST AND W HOWE PARK,281,49289.642844,{65EAD40A-9C10-4945-87AC-E251A708D98D},1259.40871563037,49289.4456855592
514,URSULA JUDKINS VIEWPOINT,4451,106227.143467,{769581B6-283A-4CF5-965E-38944ED20868},2054.47716385168,106226.718559371
515,WASHINGTON PARK - JAPANESE GDN,4487,163929.14429,{328D67F8-CC82-43BA-8565-A878131D6C8F},1969.43295498682,163928.488573501
